## Unknown:

  10xStyleCWOnDesktopFeatureWork: 26428025
  AADAccounts: 3728205
  AADBindingTokenLogonForRDP: 25585329
  AADClientSideThrottling: 21779246
  AADCloudAPPluginAlwaysEnabled: 21617600
  AADCloudAPSecurityGroupsSupport: 22499543
  AADCrossCloudB2BWAMSupport: 25510753
  AADDeviceAuthCookieInCXH: 29842082
  AADDeviceJoinerAsAdminServerPolicy: 19088842
  AADEnableTgtForAllRequests: 24536380
  AADKDFContextV2: 28991043
  AADRepairJoinInfoRegistry: 22264175
  AADServerSideInitiatedThrottling: 21588615
  AADShowErrorInUI: 19235072
  AADSupportADRSResponseRichErrorCodes: 21991067
  AADSupportInvalidateCacheAsyncInPlugin: 19583676
  AADWAMDeviceOnlyTokenRequestsSendUnknownParamsToServer: 23624342
  AADWAMUniversalID: 22516394
  AADWebAuthSessionSwitchInPasswordCredprov: 24242972
  AOAC: 4780066
  APODiagnostics: 5862853
  AccountsControl_AccountShareApproval: 8359638
  AccountsControl_FixAccountsHassles: 7274147
  AccountsGroup_AddAccountNameSetting: 14610699
  AccountsGroup_FirstPartySilentEnumSecondarySSO: 12509893
  AccountsServiceUdk: 28237372
  AccurateCaret: 17246832
  AcrylicInputSwitcherDesktop: 13140185
  AcrylicTaskViewTimeline: 12520383
  ActivatonValueSetHints: 23427585
  ActivityFeedClientBackupAndRestore: 29271427
  AddAADUser: 10979852
  AddPhoneButton: 11618552
  AddSourceWindowFromViewNavigationRequested: 9205753
  AddSwitchAsyncContextToPositionerActivations: 9582236
  AddTextToSpeechPackages: 13516602
  AdvancedColorBrightnessSlider: 12259052
  AdvancedColorSettingsPage: 10834416
  AdvancedGestureRecognition: 8052370
  AdvancedGraphicsSettings: 13686262
  AgeBasedAppBlocking: 7866683
  AgentActivationRuntimeAPI_AboveLock: 20829994
  AllowDelayStartupDebugging: 23128665
  AllowSimulatedCameraPassSecureBioSensorCheck: 21864523
  AllowTiptsfExceptions: 9014903
  AllowVirtualFpSensorPassSecureBioSensorCheck: 26083921
  AlwaysShowImmersiveCortanaOnVoiceActivation: 8584952
  AmbientMode: 6482515
  AnaheimEdgeVersionSessionContext: 22984758
  AndromedaStore: 11437626
  Annotations: 12221178
  AntiTampering: 19097068
  ApiLogging: 22006889
  ApiLogging_Uploader: 25545276
  AppBackgroundPermissions: 29616923
  AppBackgroundPermissionsWhenSleep: 29880918
  AppDefaultsBrowserEnlightenmentDialog: 13651267
  AppDefaultsEdgeCampaignDialog: 30055068
  AppDefaultsEdgeCampaignTesting: 17049655
  AppDefaultsLogonTelemetry: 20859160
  AppDefaultsPagePerformance: 19400313
  AppDefaultsSearch: 19400537
  AppDefaultsSettingsPageRedesign: 30206630
  AppInstallBatching: 6867405
  AppProviderVCDExamples: 8306460
  AppTimeLimits: 19253009
  AppVContainer: 8295088
  AppVContainerVfs: 8144398
  ApplicationFrameMinMaxEqualSizeResizeFix: 30380541
  ApplicationFrameTitleFromWindowManager: 26290763
  ApplicationGuardDownloadToHost: 13740217
  ArrowKeysUnselect: 17685567
  ArsoForDesktopDJ: 21330961
  ArticulatedHand2DInteraction: 18127454
  ArticulatedHandData: 17781907
  AsyncOpFileStartExperienceGetUserFile: 25461141
  AudioEndpointBuilderTopoPerfImp: 27511625
  Audio_MultiChannelRenderAttempted: 11831216
  Audio_Spatial_VSSPlayed: 11901839
  AuthorityChangesForAGC: 25884645
  AutoCorrectionOneKeyReversion: 19697189
  Autopilot: 18632135
  AutopilotUpdateInOobe: 18248749
  AzureFeatureSet: 15584519
  AzureFeaturesAndPolicies: 23348889
  BarcelonaAppContainerLaunch: 18098385
  BatteryCapacity: 28386598
  BatteryNotificationsApplyAll: 27883184
  BitLocker_Encrypt_All_Drives: 13686439
  BitLocker_RP_AAD_Backup_Check: 21341508
  BlackForestShellSupport: 10960001
  BlockProviders: 12675530
  BlockingFunctionMeasurementInContentProcessCreation: 12269434
  BlueLightReductionAppModeController: 11137471
  BluetoothA2DPSink: 4450109
  BluetoothA2DPSinkAbsoluteVolume: 16295586
  BluetoothAvrcpAsUserService: 16315746
  BluetoothConvergedAvrcp: 10826832
  BluetoothConvergedHfp: 7639556
  BluetoothEattPdus: 23654293
  BluetoothGattRobustCaching: 16540499
  BluetoothHfpHF: 4854405
  BluetoothLEAlternativePhySupport_Api: 20977799
  BluetoothLEAudioMediaControlServer: 23710927
  BluetoothProximityPlatform: 17815254
  BluetoothQualification: 15502027
  BoostPriorityAlwaysOnViewCreation: 22078216
  BootShellBeforeAppReadinessComplete: 28759495
  BoundlessMesh: 7660207
  BreakOnIDDTimeout: 23648613
  BrokeredCreateFile2: 5569419
  BthA2dpAbsoluteVolume: 153764
  BufferCommands: 7471763
  BugFix19195402: 19195402
  BugFix23339109: 23339109
  BugFix25394402: 25394402
  BugFix27541080: 27541080
  BugFix28077549: 28077549
  BugFix28168083: 28168083
  BugFix28369226: 28369226
  BugFix28759617: 28759617
  BugFix29252790: 29252790
  BugFix29362669: 29362669
  BugFix29397516: 29397516
  BugFix29438520: 29438520
  BugFix29747469: 29747469
  BugFix29751991: 29751991
  BugFix29915178: 29915178
  BugFix29975030: 29975030
  BugFix29979439: 29979439
  BugFix30006925: 30006925
  BugFix30012905: 30012905
  BugFix30023689: 30023689
  BugFix30133987: 30133987
  BugFix30184023: 30184023
  BugFix30201650: 30201650
  BugFix30259448: 30259448
  BugFix30287167: 30287167
  BugFix30577258: 30577258
  BugFix30588188: 30588188
  BugFix30682780: 30682780
  BugFix30821679: 30821679
  BugFix30836744: 30836744
  BugFix30856157: 30856157
  BugFix30898698: 30898698
  BugFix30952106: 30952106
  BugFix30961472: 30961472
  BugFix31154583: 31154583
  BugFix31169450: 31169450
  BugFix31255174: 31255174
  CAMETWLogging: 21043497
  CAMNotification: 21718014
  CBRS: 29855943
  CDMLiteCache: 29861382
  CDPAFSProdDomainUri: 7776321
  CDPAFSPublishCortanaActivityType: 9427027
  CDPAggressiveTimers: 10139606
  CDPBluetoothGattTransport: 19261552
  CDPCloudClipboardMonitor: 11127429
  CDPLogLevelVerbose: 7245727
  CDPShouldDoFrequentEncryptionKeyRollover: 18210574
  CDPWifiDirectTransportUpgrader: 9322870
  COINCampaignCopyPasteAcrossMultipApps: 17325299
  COINCampaignCopySameItemAgain: 17325319
  COINCampaignUndoPaste: 17325331
  CPSSHostImplementation: 27385849
  CSIPLatform: 8423642
  CShellOnLaunchConsentPrompt: 12320305
  CShellOnWindowManagerIDK: 22855141
  CShellSettingsSearchbox: 19920047
  CUICOORD: 28330126
  CallbackForItemValidation: 24803656
  CanUserGiveConsent: 25943177
  CapabilityAccessTokenAPI: 21139028
  CaseInsensitiveModeNameComparison: 29642131
  CdplAppDataProtection: 18954006
  CdplProtectKnownUserFolders: 21852964
  CdplTestHooks: 17207064
  ChangeSignatureTrustAnchor: 23882506
  ChsIMECWPerfSelfhostMeasure: 14532779
  ChtIme_SddsDictionary: 13000419
  ClientMetadata: 26323993
  ClientRecoveryPasswordRotation: 18157663
  ClientSideEventReduction: 23863797
  ClipboardDiscoverabilityExperiment19H2: 18692016
  ClipboardRetries: 25277690
  ClipboardUserAttribution: 17774328
  CloudAndHistoryClipboardAPIs: 15085990
  CloudApAadConnect: 20372306
  CloudHelp: 6833833
  CloudTrust: 12730897
  CombinedDataUsageStatusPage: 21743692
  ComingSoon: 20446796
  CommandListBasedTransparency: 11793516
  CompUIForEmbeddedPdf: 9669088
  CompositionFenceSynchronizedPresents: 7364542
  ConciergeUSBConfig: 6330561
  ConfigLock_DMClientCSP: 23806551
  ConsoleLogonUXUseDisplayLangCodePage: 27866248
  ConsumerASR: 15399735
  ContainerCrash_UseInternalBranchPolicy: 20529819
  ContainerOSDisable: 21184109
  ContainerOSPlus: 28853893
  Containers_DynamicDeviceSupport: 19113216
  ControlIndexingOnBattery: 13610405
  ControllerMotionPredictionModel: 29209419
  ConvergedEapTlsStack: 25326317
  ConvertToUPNName: 24631754
  CopyLinkInShareUI: 11184089
  CoreShellHostedInSiHost: 23854480
  CortanaChangeSettingValue: 12515934
  CortanaEmptyRecycleBin: 13517592
  CortanaOnLockOutProcModel: 9223629
  CortanaOnSpotlight: 11545976
  CortanaOpenKnownFolder: 11861797
  CortanaPersonainActionCenter: 13615582
  CortanaSetDesktopWallpaper: 12276201
  CortanaSetQuietHours: 16533547
  CortanaWindowsSearchSettings: 12716999
  CreateEccEndorsementKey: 25354082
  Create_VM: 27657851
  CreativeExpressionEvaluation: 9669601
  CrossContainerAuth: 22096226
  CtrlBackspaceRemovesWord: 17677214
  CurrentVmVersionIsDefault: 11906105
  D3D11MaxFrameLatencyOverride: 21084512
  D3D11On12DeferredContexts: 13815251
  D3D11_BlockCryptoSessions: 23783789
  D3D11_BlockIHVAuthenticatedChannels: 23783775
  D3D12ContentProtection: 11067548
  D3D12DeviceRemovedExtendedData: 12841628
  D3D12DeviceRemovedExtendedDataAlwaysOn: 17728684
  D3D12ExperimentalShaderModels: 8482022
  D3D12Force11on12: 12862045
  D3D12Force9on12: 12881744
  D3D12HeapPriorities: 8187072
  D3D12LegacyAPICompatibility: 23543104
  D3D12LogHeapAllocationInfoOnOldDrivers: 8793106
  D3D12MetaCommand: 14291127
  D3D12OnDXCore: 18995079
  D3D12PassExperiment: 8305922
  D3D12PeerToPeerAtomics: 12944950
  D3D12PinResources: 22965649
  D3D12Redist: 20160405
  D3D12SRVOnlyTiledResourceTier3: 14611894
  D3D12TiledResourceTier4: 13847762
  D3D12VariableRateShading: 16649109
  D3D12Video: 5642192
  D3D12VideoAllowListDevMode: 21834402
  D3D12VideoDecodeTiers: 11964724
  D3D12VideoEncode: 23156850
  D3D12VideoEncryptedBitstream: 12867898
  D3D12VideoExtensionCommands: 18244751
  D3D12WarpProtectedResources: 14155817
  D3D12WarpVideo: 12804255
  D3D1X32KTexture2D: 16726471
  D3D1XDisplayable: 16721823
  D3D9_GameConfigStore_Override: 11420000
  D3D9_WindowAndDisplayMismatchShim: 11576687
  D3DShaderCache: 7881243
  D3DXboxOnPC: 12862046
  DESEnableBrightnessHotkeysWithoutPowerGuids: 21706588
  DPLOnPushAPI: 29848869
  DPSWSettingsUI: 29747151
  DTraceDiagTrack: 23567567
  DXCore_SystemFileMappings: 22765950
