## Unknown:

  20H2Candidate_27952179: 28556516
  AADAccountUPNNameChange: 21302662
  AADAccounts: 3728205
  AADClientSideThrottling: 21779246
  AADCloudAPPluginAlwaysEnabled: 21617600
  AADCloudAPSecurityGroupsSupport: 22499543
  AADDeviceJoinerAsAdminServerPolicy: 19088842
  AADEnableTgtForAllRequests: 24536380
  AADRepairJoinInfoRegistry: 22264175
  AADServerSideInitiatedThrottling: 21588615
  AADShowErrorInUI: 19235072
  AADSupportADRSResponseRichErrorCodes: 21991067
  AADSupportInvalidateCacheAsyncInPlugin: 19583676
  AADWAMDeviceOnlyTokenRequestsSendUnknownParamsToServer: 23624342
  AADWAMUniversalID: 22516394
  AADWebAuthSessionSwitchInPasswordCredprov: 24242972
  AOAC: 4780066
  APODiagnostics: 5862853
  AccountsControl_AccountShareApproval: 8359638
  AccountsControl_FixAccountsHassles: 7274147
  AccountsGroup_AddAccountNameSetting: 14610699
  AccountsGroup_FirstPartySilentEnumSecondarySSO: 12509893
  AccountsServiceUdk: 28237372
  AccurateCaret: 17246832
  AcrylicInputSwitcherDesktop: 13140185
  ActivatonValueSetHints: 23427585
  AddAADUser: 10979852
  AddPhoneButton: 11618552
  AddSourceWindowFromViewNavigationRequested: 9205753
  AddSwitchAsyncContextToPositionerActivations: 9582236
  AddTextToSpeechPackages: 13516602
  AddToReadingList: 12822477
  AddUpdateFavorite: 12821989
  AdfsEnrollmentForDeviceIdFlip: 19142932
  AdvancedColorBrightnessSlider: 12259052
  AdvancedColorSettingsPage: 10834416
  AdvancedGestureRecognition: 8052370
  AdvancedGraphicsSettings: 13686262
  AgeBasedAppBlocking: 7866683
  AgentActivationRuntimeAPI_AboveLock: 20829994
  AllowArbitraryParent: 24363840
  AllowDelayStartupDebugging: 23128665
  AllowSimulatedCameraPassSecureBioSensorCheck: 21864523
  AllowTiptsfExceptions: 9014903
  AllowVirtualFpSensorPassSecureBioSensorCheck: 26083921
  AlphaPinOption: 11353195
  AlwaysShowImmersiveCortanaOnVoiceActivation: 8584952
  AmbientMode: 6482515
  AnaheimEdgeVersionSessionContext: 22984758
  AndromedaStore: 11437626
  Annotations: 12221178
  AntiTampering: 19097068
  ApiLogging: 22006889
  ApiLogging_Uploader: 25545276
  AppDefaultsBrowserEnlightenmentDialog: 13651267
  AppDefaultsEdgeCampaignTesting: 17049655
  AppDefaultsPagePerformance: 19400313
  AppDefaultsSearch: 19400537
  AppInstallBatching: 6867405
  AppProviderVCDExamples: 8306460
  AppQuickActions: 5410762
  AppTimeLimits: 19253009
  AppVContainer: 8295088
  AppVContainerVfs: 8144398
  ApplicationFrameTitleFromWindowManager: 26290763
  ApplicationGuardDownloadToHost: 13740217
  ArrowKeysUnselect: 17685567
  ArsoForDesktopDJ: 21330961
  ArticulatedHand2DInteraction: 18127454
  AskCortanaContext: 11138350
  AssignedAccessGlobalProfile: 21835607
  AssistGlyphIcon: 17333559
  AsyncOpFileStartExperienceGetUserFile: 25461141
  Audio_MultiChannelRenderAttempted: 11831216
  Audio_Spatial_VSSPlayed: 11901839
  AutoCorrectionOneKeyReversion: 19697189
  AutoFormfill_Consent_Icon: 17558297
  Autopilot: 18632135
  AutopilotUpdateInOobe: 18248749
  AutoplayGlobalSettingSoftlandingEvent: 17632666
  AutoplaySiteSettingSoftlandingEvent: 17632660
  AzureFeatureSet: 15584519
  AzureFeaturesAndPolicies: 23348889
  BarcelonaAppContainerLaunch: 18098385
  BatteryCapacity: 28386598
  BatteryNotificationsApplyAll: 27883184
  BingImageSearch: 17486143
  BitLocker_Encrypt_All_Drives: 13686439
  BitLocker_RP_AAD_Backup_Check: 21341508
  BlackForestShellSupport: 10960001
  BlankDocExperiment: 25207626
  BlockFeaturesOnRail: 28555985
  BlockProviders: 12675530
  BlockingFunctionMeasurementInContentProcessCreation: 12269434
  BlueLightReductionAppModeController: 11137471
  BluetoothA2DPSink: 4450109
  BluetoothA2DPSinkAbsoluteVolume: 16295586
  BluetoothAvrcpAsUserService: 16315746
  BluetoothConvergedAvrcp: 10826832
  BluetoothConvergedHfp: 7639556
  BluetoothEattPdus: 23654293
  BluetoothGattRobustCaching: 16540499
  BluetoothHfpHF: 4854405
  BluetoothLEAlternativePhySupport_Api: 20977799
  BluetoothLEAudioMediaControlServer: 23710927
  BluetoothProximityPlatform: 17815254
  BluetoothQualification: 15502027
  BookReader: 12221294
  BookReader_AnnotationsPanelFilters: 15562266
  Book_Classroom_Annotations_Sharing: 14559649
  BoostPriorityAlwaysOnViewCreation: 22078216
  BootShellBeforeAppReadinessComplete: 28759495
  BoundlessMesh: 7660207
  BreakOnIDDTimeout: 23648613
  BrokeredCreateFile2: 5569419
  BrowserFramePerfAnalysisImprovements: 15506838
  BthA2dpAbsoluteVolume: 153764
  BufferCommands: 7471763
  BugFix23836095: 28556198
  BugFix25281546: 25281546
  BugFix26080170: 28556095
  BugFix26848166: 28556555
  BugFix26998260: 26998260
  BugFix27541246: 28556235
  BugFix27658893: 28556057
  BugFix27790581: 27790581
  BugFix27790619: 28556147
  BugFix27968894: 27968894
  BugFix27976699: 28556303
  BugFix28116990: 28116990
  BugFix28168450: 28556410
  BugFix28473966: 28473966
  BugFix28704863: 28704863
  BugFix28778716: 28778716
  BugFix28850999: 28850999
  BugFix28931293: 28931293
  CAADJCSP: 20396543
  CAMETWLogging: 21043497
  CAMNotification: 21718014
  CBrokerRemoval: 18255513
  CDPAFSProdDomainUri: 7776321
  CDPAFSPublishCortanaActivityType: 9427027
  CDPAggressiveTimers: 10139606
  CDPBluetoothGattTransport: 19261552
  CDPCloudClipboardMonitor: 11127429
  CDPLogLevelVerbose: 7245727
  CDPShouldDoFrequentEncryptionKeyRollover: 18210574
  CDPWifiDirectTransportUpgrader: 9322870
  CHSFoDToastBySIP: 28555957
  COINCampaignCopyPasteAcrossMultipApps: 17325299
  COINCampaignCopySameItemAgain: 17325319
  COINCampaignUndoPaste: 17325331
  CPSSHostImplementation: 27385849
  CPUCompatibilityFromRegistry: 27150816
  CSIPLatform: 8423642
  CShellOnLaunchConsentPrompt: 12320305
  CShellOnWindowManagerIDK: 22855141
  CShellSettingsSearchbox: 19920047
  CallbackForItemValidation: 24803656
  CanUserGiveConsent: 25943177
  CapabilityAccessTokenAPI: 21139028
  CdplAppDataProtection: 18954006
  CdplProtectKnownUserFolders: 21852964
  CdplTestHooks: 17207064
  ChangeSignatureTrustAnchor: 23882506
  ChsIMECWPerfSelfhostMeasure: 14532779
  ChtIme_SddsDictionary: 13000419
  ClearModifierStates: 28555231
  ClientMetadata: 26323993
  ClientRecoveryPasswordRotation: 18157663
  ClientSideEventReduction: 23863797
  ClipboardDiscoverabilityExperiment19H2: 18692016
  ClipboardUserAttribution: 17774328
  CloudAPAsyncAcceptCredentials: 21302635
  CloudAndHistoryClipboardAPIs: 15085990
  CloudApPostLogonDelayFix: 28301919
  CloudHelp: 6833833
  CloudTrust: 12730897
  ColdStartPerformanceImprovement1: 28556341
  ColdStartPerformanceImprovement2: 28556372
  CombinedDataUsageStatusPage: 21743692
  ComingSoon: 20446796
  CommandListBasedTransparency: 11793516
  CompUIForEmbeddedPdf: 9669088
  CompositionFenceSynchronizedPresents: 7364542
  ConciergeUSBConfig: 6330561
  ConfigLock_DMClientCSP: 23806551
  ConfigLock_RunOnNonSecureCore: 27293703
  ConsumerASR: 15399735
  ContainerCrash_UseInternalBranchPolicy: 20529819
  ContainerOSDisable: 21184109
  Containers_DynamicDeviceSupport: 19113216
  ControlIndexingOnBattery: 13610405
  ConvergedEapTlsStack: 25326317
  ConvertToUPNName: 24631754
  CopyLinkInShareUI: 11184089
  CoreShellHostedInSiHost: 23854480
  CorrectiveGesture: 8644914
  CorrelationAndCVHeaders: 27493332
  CortanaChangeSettingValue: 12515934
  CortanaEmptyRecycleBin: 13517592
  CortanaOnLockOutProcModel: 9223629
  CortanaOnSpotlight: 11545976
  CortanaOpenKnownFolder: 11861797
  CortanaPersonainActionCenter: 13615582
  CortanaSetDesktopWallpaper: 12276201
  CortanaSetQuietHours: 16533547
  CortanaWindowsSearchSettings: 12716999
  Create_VM: 27657851
  CreativeExpressionEvaluation: 9669601
  CriticalMemorySuspend: 16518868
  CrossContainerAuth: 22096226
  CtrlBackspaceRemovesWord: 17677214
  CurrentVmVersionIsDefault: 11906105
  D3D11MaxFrameLatencyOverride: 21084512
  D3D11On12DeferredContexts: 13815251
  D3D11_BlockCryptoSessions: 23783789
  D3D11_BlockIHVAuthenticatedChannels: 23783775
  D3D12ContentProtection: 11067548
  D3D12DeviceRemovedExtendedData: 12841628
  D3D12DeviceRemovedExtendedDataAlwaysOn: 17728684
