## Unknown:

  1000244541: 0
  1008373054: 0
  1066213690: 0
  1100577080: 50477134
  110180665: 0
  1199212861: 0
  1208386877: 50159372
  1246921020: 0
  1304523064: 0
  1314554173: 0
  1324171576: 0
  1355406651: 53177482
  1393634616: 0
  1428755768: 0
  1430422845: 50138635
  1492204857: 0
  1493516600: 0
  1516142908: 50121032
  1519735098: 0
  1535975738: 0
  1571459390: 0
  1607844152: 0
  1646125368: 52746566
  1693784376: 0
  1698074942: 49812423
  173703484: 50120796
  1783791933: 0
  1822505272: 51541573
  1836395834: 0
  1865282873: 0
  1933484349: 49582338
  1944129849: 0
  1985118525: 0
  2068400441: 0
  2092524859: 0
  2128785724: 49342017
  2161289535: 0
  2276629822: 0
  2286018872: 0
  2335795515: 0
  2350506296: 0
  2376202553: 0
  2382718267: 0
  2388295996: 50120829
  240812349: 50120733
  2459817274: 0
  2472715583: 0
  2545587517: 49918011
  255451449: 0
  2555808060: 50219896
  2562268475: 52129976
  2564729150: 49703416
  260377914: 0
  2707549498: 0
  2722537789: 0
  2723316028: 0
  2824986938: 0
  2836577599: 49486516
  2837010745: 0
  283737401: 0
  2855357755: 0
  2860895547: 53477300
  2879807807: 0
  2956583225: 0
  3033865529: 0
  3034384696: 0
  305575230: 0
  3113306427: 0
  3127279934: 0
  3174165816: 0
  3197977915: 0
  322822459: 52728218
  32366904: 0
  3275350328: 0
  3429751098: 0
  3447629119: 0
  3462037821: 0
  3470876984: 0
  3497444669: 0
  3561297209: 0
  3595661625: 50383403
  3663364413: 50120744
  3678739770: 0
  372335931: 0
  375030077: 50120731
  37724966: 0
  3840312638: 0
  3864166716: 50121319
  3864953150: 0
  3868010810: 51838439
  38961471: 0
  3944345912: 0
  397479227: 52408987
  3c12a7c0543c5303a5916e3ea43ca1ce: 38476224
  400412987: 52996507
  4016915769: 0
  406134072: 0
  4133126461: 50120739
  4133393727: 49924515
  4165801275: 51989920
  4212777273: 0
  4216159545: 0
  4266819903: 0
  4281959737: 54366241
  441614655: 0
  442138943: 0
  4431_4260: 0
  44571814: 44571814
  46572530: 46572530
  47988461: 47988461
  48540845: 48540845
  49107262: 49107262
  4920_0542: 0
  4920_0582: 0
  4922_1988: 0
  49237961: 49237961
  49636275: 49636275
  4970_0401: 0
  4970_3878: 0
  4970_3898: 0
  49761111: 0
  49820912: 0
  5000_3314: 0
  5006_7706: 0
  50162912: 50162912
  5019_9462: 0
  50206960: 50206960
  5020_1856: 0
  5029_7247: 0
  5065_5079: 0
  5087_9031: 0
  50908904: 50908904
  5095_1597: 0
  51192705: 51192705
  5145_3812: 0
  5163_0224: 0
  5172_1622: 0
  51790848: 51790848
  51972080: 51972080
  5197_2721: 0
  52146770: 52146770
  526558526: 0
  52713804: 0
  5271_7436: 0
  52965227: 0
  5318_3720: 0
  53327494: 0
  5339_4325: 0
  552672569: 0
  552959290: 0
  575235386: 0
  57581886: 0
  576618815: 0
  583445821: 0
  590685497: 51745558
  592273721: 0
  688825663: 0
  693274941: 0
  6GHzSoftAp: 40466470
  700315961: 52572436
  71426362: 0
  753264955: 0
  760025401: 0
  791578943: 50238869
  821394747: 50553746
  822997306: 52436434
  833712441: 0
  874111288: 0
  898533694: 50216403
  927329592: 0
  928112955: 0
  939346235: 0
  969268539: 0
  978485564: 50121296
  991027512: 0
  A2dpAptxAdaptive: 0
  AADRecoveryPasswordDeletion: 26987393
  AFGU: 40838411
  AFNA: 42787100
  AFTSB: 38185254
  APCE_fix: 44557781
  ATFOI_Test: 41066657
  ATFOI_Test_V2: 46816931
  ATFOI_Test_V3: 49023326
  AbydosMessageInsertionPointFix: 0
  AccessRegistryLockAcquireCount: 0
  AccessibilityXAMLContextMenu: 39696859
  AdaptiveDrainExperiments: 50085677
  Add_Thread_To_Remove_Obsolete_DevNodes: 52562687
  AddressPsaPartnerIssues: 44649545
  Aepic_AlwaysOpenCache: 52772862
  AeroShakeEnabled: 29983356
  AggregateUserCritTelemetryPerSecond: 0
  AggressiveInputSuppression: 0
  AllowColorimetryWithoutMHC2: 45194707
  AllowCrossDeviceUpdateForUO: 47452530
  AllowDevHomeUpdateForUO: 45520592
  AllowI3CHostEnumeration: 0
  AllowOutlookUpdateForUO: 45293209
  AllowProcessingColorFiltersOnHardware: 39905418
  AllowTFLUpdateForUO: 45293196
  AllowTestOverrideForPublisherIntentMetadata: 46049481
  AllowWifiDeviceCrowdsourcing: 45798985
  AlwaysAttemptPrompts: 40329214
  AlwaysBlockNonPackaged: 40329231
  AlwaysReleaseInjectedTouchDevice: 0
  AlwaysUseAppxExtensionForPackagedProcesses: 0
  AlwaysWakeTargetThread: 0
  AnchorPosition: 0
  AnchorlessBindingVeto: 0
  Annotations: 12221178
  AppContainerConnectivityOnWindowsServerContainers: 38228554
  AppContainerPFN: 39344389
  AppDefaultHashRotation: 43229420
  AppDefaultHashRotationUpdateHashes: 27623730
  AppDefaultVolatileKeyError: 48456790
  AppInv_IsWin32: 48872129
  AppIsolationSeparateSublayer: 6268226
  AppSiloSkipShellAppContainerCheck: 43964442
  ApplicationGuardDownloadToHost: 13740217
  ApplyDisplayChangeButtonHighlight: 0
  AppsInMoments: 40983231
  AppxOptimizationsInAuditMode: 39662856
  ArbiterMetadataContainer: 38339672
  ArgonContainerCommonSchema: 48033613
  Arm64XMatching: 0
  ArrowKeysUnselect: 17685567
  ArticulatedHand2DInteraction: 18127454
  AsyncSpiSetNonClientMetrics: 0
  AsyncVmBusMessages: 0
  AusterityResilientTimers: 0
  AutoSR_Allow10BitAlways: 49579327
  AutoSR_PostGeRTM: 51894012
  AutopilotDevicePreparation: 41603559
  AutopilotReset: 21412447
  AutopilotRestoration: 37048941
  AutopilotUpdateInOobe: 18248749
  BANSA: 51005721
  BLDataFix: 46010302
  BPT_CD_BugFixes_2409: 0
  BTCBF: 50617828
  BackNavigationToEulaPage: 50274230
  BackNavigationToRegionPage: 49121726
  BackportGetActiveWindowInUserMode: 0
  BackupRestoreCoordinatorCore: 41357457
  BackupRestoreCoordinatorWait: 42865538
  BaseImageUsingServicingStack: 41024749
  BaselineMetadataAcquisition: 43396183
  BatchFileCodeIntegrity: 35140618
  BatterySaverWnf: 48512403
  BitLockerRemovableDrivesExcludedFromEncryptionCspNode: 31583761
  BitLockerSaveMSA: 29849368
  BitLocker_Avoid_Deadlock_With_FS: 0
  BitLocker_Backup_RP_On_Resume: 44061860
  BitLocker_Backup_RP_Or_Clear_Backup_Info: 43452576
  BitLocker_BuildTPMPV2: 44955113
  BitLocker_EOW_SpecialRange_Hang: 0
  BitLocker_Encrypt_All_Drives: 13686439
  BitLocker_GetTcgLogFailFast: 44988793
  BitLocker_Limit_Num_RP_Per_Vol: 38109668
  BitLocker_Provisioning_NXT: 52883139
  BitLocker_RP_Backup_Monitor: 36481772
  BitLocker_Reduce_Auto_DE_Hardware_Reqs: 43028163
  BitLocker_Reduce_DE_Hardware_Reqs: 40565347
  BitLocker_TPMPV2_TCG_Log_Parsing: 48391549
  Bl_CSP: 52522534
